date,year,month,district,latitude,longitude,rainfall_mm,temperature_mean_c,temperature_max_c,temperature_min_c
2010-01-01,2010,1,Adjumani,3.38,31.78,0.28,29.79,40.91,19.17
2010-02-01,2010,2,Adjumani,3.38,31.78,0.96,29.56,41.42,21.61
2010-03-01,2010,3,Adjumani,3.38,31.78,0.99,29.76,40.66,19.89
2010-04-01,2010,4,Adjumani,3.38,31.78,1.51,29.34,40.07,22.16
2010-05-01,2010,5,Adjumani,3.38,31.78,6.65,25.57,33.83,20.15
2010-06-01,2010,6,Adjumani,3.38,31.78,3.86,25.28,33.72,19.3
2010-07-01,2010,7,Adjumani,3.38,31.78,3.06,24.55,32.64,17.98
2010-08-01,2010,8,Adjumani,3.38,31.78,2.74,25.11,33.82,18.43
2010-09-01,2010,9,Adjumani,3.38,31.78,3.32,25.41,34.47,18.14
2010-10-01,2010,10,Adjumani,3.38,31.78,3.69,26.25,36.34,19.48
2010-11-01,2010,11,Adjumani,3.38,31.78,2.99,27.63,36.31,20.0
2010-12-01,2010,12,Adjumani,3.38,31.78,0.25,28.09,37.53,17.72
2011-01-01,2011,1,Adjumani,3.38,31.78,0.05,29.89,40.07,20.9
2011-02-01,2011,2,Adjumani,3.38,31.78,0.14,30.24,41.66,18.86
2011-03-01,2011,3,Adjumani,3.38,31.78,1.82,29.44,40.91,21.15
2011-04-01,2011,4,Adjumani,3.38,31.78,0.64,29.44,40.26,21.52
2011-05-01,2011,5,Adjumani,3.38,31.78,5.16,26.64,38.02,19.19
2011-06-01,2011,6,Adjumani,3.38,31.78,2.94,25.02,34.07,18.87
2011-07-01,2011,7,Adjumani,3.38,31.78,2.3,25.78,35.17,19.03
2011-08-01,2011,8,Adjumani,3.38,31.78,7.31,24.04,32.84,17.47
2011-09-01,2011,9,Adjumani,3.38,31.78,5.31,23.62,31.21,18.14
2011-10-01,2011,10,Adjumani,3.38,31.78,5.02,24.48,32.33,18.74
2011-11-01,2011,11,Adjumani,3.38,31.78,5.49,24.13,31.18,17.32
2011-12-01,2011,12,Adjumani,3.38,31.78,0.39,27.12,37.25,16.08
2012-01-01,2012,1,Adjumani,3.38,31.78,0.0,28.47,40.17,17.39
2012-02-01,2012,2,Adjumani,3.38,31.78,0.03,30.14,40.9,18.6
2012-03-01,2012,3,Adjumani,3.38,31.78,0.2,30.91,41.84,20.23
2012-04-01,2012,4,Adjumani,3.38,31.78,3.41,27.44,37.93,19.9
2012-05-01,2012,5,Adjumani,3.38,31.78,3.65,25.56,34.33,18.98
2012-06-01,2012,6,Adjumani,3.38,31.78,2.48,25.12,34.23,17.97
2012-07-01,2012,7,Adjumani,3.38,31.78,5.83,23.21,29.47,17.44
2012-08-01,2012,8,Adjumani,3.38,31.78,5.92,23.1,29.54,17.97
2012-09-01,2012,9,Adjumani,3.38,31.78,8.45,23.32,30.28,18.19
2012-10-01,2012,10,Adjumani,3.38,31.78,6.88,24.48,31.78,18.76
2012-11-01,2012,11,Adjumani,3.38,31.78,2.83,24.05,31.45,18.89
2012-12-01,2012,12,Adjumani,3.38,31.78,2.33,25.14,33.57,17.57
2013-01-01,2013,1,Adjumani,3.38,31.78,0.2,28.11,38.58,18.54
2013-02-01,2013,2,Adjumani,3.38,31.78,0.24,29.9,41.45,18.48
2013-03-01,2013,3,Adjumani,3.38,31.78,1.92,29.6,40.24,20.83
2013-04-01,2013,4,Adjumani,3.38,31.78,4.56,26.42,35.94,19.95
2013-05-01,2013,5,Adjumani,3.38,31.78,5.0,25.05,33.51,19.47
2013-06-01,2013,6,Adjumani,3.38,31.78,4.39,24.51,32.54,18.53
2013-07-01,2013,7,Adjumani,3.38,31.78,4.99,23.11,29.02,17.82
2013-08-01,2013,8,Adjumani,3.38,31.78,5.65,23.03,30.09,17.68
2013-09-01,2013,9,Adjumani,3.38,31.78,7.09,23.78,30.51,18.09
2013-10-01,2013,10,Adjumani,3.38,31.78,6.6,23.89,31.78,17.87
2013-11-01,2013,11,Adjumani,3.38,31.78,3.34,24.34,32.48,16.75
2013-12-01,2013,12,Adjumani,3.38,31.78,0.84,26.16,37.08,15.36
2014-01-01,2014,1,Adjumani,3.38,31.78,0.27,29.18,40.67,18.14
2014-02-01,2014,2,Adjumani,3.38,31.78,0.14,30.2,41.46,17.96
2014-03-01,2014,3,Adjumani,3.38,31.78,1.44,29.86,41.28,20.15
2014-04-01,2014,4,Adjumani,3.38,31.78,3.42,27.86,38.76,20.67
2014-05-01,2014,5,Adjumani,3.38,31.78,8.39,24.78,33.73,19.69
2014-06-01,2014,6,Adjumani,3.38,31.78,6.47,23.73,29.81,18.41
2014-07-01,2014,7,Adjumani,3.38,31.78,6.57,23.4,29.49,17.61
2014-08-01,2014,8,Adjumani,3.38,31.78,5.4,23.01,28.97,17.97
2014-09-01,2014,9,Adjumani,3.38,31.78,7.88,23.59,30.0,18.58
2014-10-01,2014,10,Adjumani,3.38,31.78,8.28,23.82,30.5,19.04
2014-11-01,2014,11,Adjumani,3.38,31.78,2.85,23.62,31.04,17.32
2014-12-01,2014,12,Adjumani,3.38,31.78,1.19,25.07,33.72,16.56
2015-01-01,2015,1,Adjumani,3.38,31.78,0.01,25.55,39.01,14.54
2015-02-01,2015,2,Adjumani,3.38,31.78,0.31,30.23,40.64,20.18
2015-03-01,2015,3,Adjumani,3.38,31.78,1.66,30.37,42.3,19.74
2015-04-01,2015,4,Adjumani,3.38,31.78,5.84,25.23,34.0,19.33
2015-05-01,2015,5,Adjumani,3.38,31.78,8.37,24.42,29.92,18.73
2015-06-01,2015,6,Adjumani,3.38,31.78,7.53,23.82,29.3,18.31
2015-07-01,2015,7,Adjumani,3.38,31.78,5.42,23.75,30.29,17.37
2015-08-01,2015,8,Adjumani,3.38,31.78,3.69,24.07,30.72,18.6
2015-09-01,2015,9,Adjumani,3.38,31.78,2.65,25.23,34.61,18.73
2015-10-01,2015,10,Adjumani,3.38,31.78,9.88,25.43,35.23,19.14
2015-11-01,2015,11,Adjumani,3.38,31.78,7.52,23.78,30.1,18.44
2015-12-01,2015,12,Adjumani,3.38,31.78,1.53,23.6,32.97,14.65
2016-01-01,2016,1,Adjumani,3.38,31.78,0.12,26.61,36.47,16.51
2016-02-01,2016,2,Adjumani,3.38,31.78,0.01,30.42,41.48,19.03
2016-03-01,2016,3,Adjumani,3.38,31.78,1.51,30.98,42.24,21.84
2016-04-01,2016,4,Adjumani,3.38,31.78,4.47,27.54,38.73,20.52
2016-05-01,2016,5,Adjumani,3.38,31.78,3.65,24.95,32.44,19.29
2016-06-01,2016,6,Adjumani,3.38,31.78,3.83,25.42,35.49,18.56
2016-07-01,2016,7,Adjumani,3.38,31.78,2.18,24.87,33.01,19.31
2016-08-01,2016,8,Adjumani,3.38,31.78,9.87,25.2,34.27,18.59
2016-09-01,2016,9,Adjumani,3.38,31.78,5.8,24.41,32.09,17.93
2016-10-01,2016,10,Adjumani,3.38,31.78,5.51,24.29,31.29,18.96
2016-11-01,2016,11,Adjumani,3.38,31.78,1.93,25.67,35.4,18.22
2016-12-01,2016,12,Adjumani,3.38,31.78,0.09,28.64,38.47,18.45
2017-01-01,2017,1,Adjumani,3.38,31.78,0.13,29.47,40.5,18.03
2017-02-01,2017,2,Adjumani,3.38,31.78,0.97,30.42,41.22,21.51
2017-03-01,2017,3,Adjumani,3.38,31.78,4.0,29.05,41.09,20.18
2017-04-01,2017,4,Adjumani,3.38,31.78,5.07,27.63,39.61,19.31
2017-05-01,2017,5,Adjumani,3.38,31.78,5.09,24.83,31.19,19.09
2017-06-01,2017,6,Adjumani,3.38,31.78,4.18,24.67,30.59,19.23
2017-07-01,2017,7,Adjumani,3.38,31.78,6.13,23.38,30.22,17.64
2017-08-01,2017,8,Adjumani,3.38,31.78,8.66,23.59,30.22,17.87
2017-09-01,2017,9,Adjumani,3.38,31.78,5.09,23.65,30.33,18.49
2017-10-01,2017,10,Adjumani,3.38,31.78,10.19,24.44,31.5,19.26
2017-11-01,2017,11,Adjumani,3.38,31.78,8.25,23.61,30.46,15.74
2017-12-01,2017,12,Adjumani,3.38,31.78,0.04,25.36,35.88,13.7
2018-01-01,2018,1,Adjumani,3.38,31.78,0.0,26.86,37.47,15.12
2018-02-01,2018,2,Adjumani,3.38,31.78,0.58,30.61,41.07,20.38
2018-03-01,2018,3,Adjumani,3.38,31.78,2.44,28.0,38.25,19.61
2018-04-01,2018,4,Adjumani,3.38,31.78,12.22,25.64,36.19,19.2
2018-05-01,2018,5,Adjumani,3.38,31.78,6.12,23.96,30.34,18.78
2018-06-01,2018,6,Adjumani,3.38,31.78,3.44,23.14,29.31,17.59
2018-07-01,2018,7,Adjumani,3.38,31.78,0.29,23.89,32.39,15.92
2018-08-01,2018,8,Adjumani,3.38,31.78,2.98,25.63,35.1,19.01
2018-09-01,2018,9,Adjumani,3.38,31.78,6.61,26.85,37.07,19.96
2018-10-01,2018,10,Adjumani,3.38,31.78,3.41,24.93,34.36,18.4
2018-11-01,2018,11,Adjumani,3.38,31.78,1.75,26.6,36.76,17.97
2018-12-01,2018,12,Adjumani,3.38,31.78,0.69,27.61,38.52,19.47
2019-01-01,2019,1,Adjumani,3.38,31.78,0.01,30.61,41.46,19.89
2019-02-01,2019,2,Adjumani,3.38,31.78,0.65,31.24,41.87,20.48
2019-03-01,2019,3,Adjumani,3.38,31.78,0.68,31.15,42.01,20.81
2019-04-01,2019,4,Adjumani,3.38,31.78,2.78,29.45,41.99,20.2
2019-05-01,2019,5,Adjumani,3.38,31.78,3.06,27.16,36.26,20.1
2019-06-01,2019,6,Adjumani,3.38,31.78,8.21,23.94,31.41,18.67
2019-07-01,2019,7,Adjumani,3.38,31.78,6.34,23.54,29.39,18.74
2019-08-01,2019,8,Adjumani,3.38,31.78,5.15,23.41,29.67,18.34
2019-09-01,2019,9,Adjumani,3.38,31.78,3.52,24.28,30.66,18.31
2019-10-01,2019,10,Adjumani,3.38,31.78,10.31,23.91,29.74,17.83
2019-11-01,2019,11,Adjumani,3.38,31.78,2.32,23.94,30.18,18.81
2019-12-01,2019,12,Adjumani,3.38,31.78,4.05,23.98,31.89,16.44
2020-01-01,2020,1,Adjumani,3.38,31.78,0.47,25.76,36.29,15.46
2020-02-01,2020,2,Adjumani,3.38,31.78,0.35,28.96,38.85,19.83
2020-03-01,2020,3,Adjumani,3.38,31.78,4.25,27.43,39.39,19.09
2020-04-01,2020,4,Adjumani,3.38,31.78,5.07,26.48,36.54,20.18
2020-05-01,2020,5,Adjumani,3.38,31.78,6.75,24.42,29.99,18.61
2020-06-01,2020,6,Adjumani,3.38,31.78,6.37,23.49,29.18,18.05
2020-07-01,2020,7,Adjumani,3.38,31.78,9.59,22.47,28.79,16.0
2020-08-01,2020,8,Adjumani,3.38,31.78,5.12,23.29,29.46,18.09
2020-09-01,2020,9,Adjumani,3.38,31.78,4.64,23.9,29.97,18.76
2020-10-01,2020,10,Adjumani,3.38,31.78,11.98,23.97,29.62,18.99
2020-11-01,2020,11,Adjumani,3.38,31.78,5.27,23.89,30.03,16.66
2020-12-01,2020,12,Adjumani,3.38,31.78,25.28,23.81,31.2,16.1
2021-01-01,2021,1,Adjumani,3.38,31.78,3.06,24.31,33.23,15.82
2021-02-01,2021,2,Adjumani,3.38,31.78,0.04,26.72,37.09,16.11
2021-03-01,2021,3,Adjumani,3.38,31.78,0.35,29.37,39.34,20.33
2021-04-01,2021,4,Adjumani,3.38,31.78,3.19,27.25,38.43,20.32
2021-05-01,2021,5,Adjumani,3.38,31.78,5.49,25.65,35.76,18.61
2021-06-01,2021,6,Adjumani,3.38,31.78,5.63,25.4,34.09,18.91
2021-07-01,2021,7,Adjumani,3.38,31.78,2.43,23.85,33.94,18.18
2021-08-01,2021,8,Adjumani,3.38,31.78,1.77,25.73,34.46,18.84
2021-09-01,2021,9,Adjumani,3.38,31.78,3.56,25.32,33.73,18.95
2021-10-01,2021,10,Adjumani,3.38,31.78,3.39,26.34,35.97,19.29
2021-11-01,2021,11,Adjumani,3.38,31.78,3.38,26.55,36.47,19.71
2021-12-01,2021,12,Adjumani,3.38,31.78,2.07,27.57,36.8,15.84
2022-01-01,2022,1,Adjumani,3.38,31.78,1.0,27.91,38.47,18.49
2022-02-01,2022,2,Adjumani,3.38,31.78,0.23,29.62,39.4,19.19
2022-03-01,2022,3,Adjumani,3.38,31.78,0.86,30.16,41.25,20.96
2022-04-01,2022,4,Adjumani,3.38,31.78,1.91,28.75,39.79,20.91
2022-05-01,2022,5,Adjumani,3.38,31.78,4.53,27.32,37.04,18.8
2022-06-01,2022,6,Adjumani,3.38,31.78,1.83,25.8,34.6,17.99
2022-07-01,2022,7,Adjumani,3.38,31.78,3.66,25.58,33.84,18.59
2022-08-01,2022,8,Adjumani,3.38,31.78,4.51,23.69,32.35,17.48
2022-09-01,2022,9,Adjumani,3.38,31.78,8.37,23.95,30.12,18.25
2022-10-01,2022,10,Adjumani,3.38,31.78,5.18,24.34,32.46,17.76
2022-11-01,2022,11,Adjumani,3.38,31.78,5.16,24.52,30.89,19.14
2022-12-01,2022,12,Adjumani,3.38,31.78,1.22,25.84,36.47,17.77
2023-01-01,2023,1,Adjumani,3.38,31.78,0.03,28.31,39.21,18.11
2023-02-01,2023,2,Adjumani,3.38,31.78,0.14,30.68,41.65,19.48
2023-03-01,2023,3,Adjumani,3.38,31.78,4.44,28.19,41.88,18.84
2023-04-01,2023,4,Adjumani,3.38,31.78,3.93,26.9,37.45,20.01
2023-05-01,2023,5,Adjumani,3.38,31.78,3.41,26.39,34.71,19.53
2023-06-01,2023,6,Adjumani,3.38,31.78,2.78,26.1,35.2,19.53
2023-07-01,2023,7,Adjumani,3.38,31.78,3.6,25.81,34.68,19.2
2023-08-01,2023,8,Adjumani,3.38,31.78,1.88,26.81,37.51,19.75
2023-09-01,2023,9,Adjumani,3.38,31.78,7.43,26.33,37.15,19.75
2023-10-01,2023,10,Adjumani,3.38,31.78,6.64,25.47,32.76,19.7
2023-11-01,2023,11,Adjumani,3.38,31.78,10.32,24.86,30.34,17.85
2023-12-01,2023,12,Adjumani,3.38,31.78,0.3,25.77,34.15,16.55
2024-01-01,2024,1,Adjumani,3.38,31.78,0.23,27.81,37.66,19.23
2024-02-01,2024,2,Adjumani,3.38,31.78,1.68,29.55,40.18,20.9
2024-03-01,2024,3,Adjumani,3.38,31.78,1.42,31.25,41.8,21.54
2024-04-01,2024,4,Adjumani,3.38,31.78,2.03,28.57,38.08,21.04
2024-05-01,2024,5,Adjumani,3.38,31.78,1.86,28.64,37.86,21.02
2024-06-01,2024,6,Adjumani,3.38,31.78,8.49,25.29,35.55,18.44
2024-07-01,2024,7,Adjumani,3.38,31.78,6.61,24.34,33.46,18.37
2024-08-01,2024,8,Adjumani,3.38,31.78,8.12,24.07,30.3,18.97
2024-09-01,2024,9,Adjumani,3.38,31.78,5.08,24.55,30.36,19.26
2024-10-01,2024,10,Adjumani,3.38,31.78,8.24,24.8,31.27,19.07
2024-11-01,2024,11,Adjumani,3.38,31.78,5.63,23.94,30.76,17.57
2024-12-01,2024,12,Adjumani,3.38,31.78,1.9,25.74,34.91,16.69
2010-01-01,2010,1,Arua,3.02,30.91,0.47,26.06,37.27,15.05
2010-02-01,2010,2,Arua,3.02,30.91,1.76,25.72,37.54,18.48
2010-03-01,2010,3,Arua,3.02,30.91,2.06,25.38,35.99,16.8
2010-04-01,2010,4,Arua,3.02,30.91,1.78,25.14,34.99,18.85
2010-05-01,2010,5,Arua,3.02,30.91,5.92,22.61,30.9,17.57
2010-06-01,2010,6,Arua,3.02,30.91,3.59,22.08,30.25,16.54
2010-07-01,2010,7,Arua,3.02,30.91,2.82,22.01,29.8,16.32
2010-08-01,2010,8,Arua,3.02,30.91,3.26,22.08,31.02,16.03
2010-09-01,2010,9,Arua,3.02,30.91,4.26,21.89,29.18,15.46
2010-10-01,2010,10,Arua,3.02,30.91,3.44,22.21,29.95,16.1
2010-11-01,2010,11,Arua,3.02,30.91,5.13,22.83,30.25,17.15
2010-12-01,2010,12,Arua,3.02,30.91,0.51,23.17,32.59,15.42
2011-01-01,2011,1,Arua,3.02,30.91,0.14,25.18,35.84,16.31
2011-02-01,2011,2,Arua,3.02,30.91,0.29,26.98,37.44,16.97
2011-03-01,2011,3,Arua,3.02,30.91,2.38,25.92,36.63,18.37
2011-04-01,2011,4,Arua,3.02,30.91,1.71,25.3,34.72,17.94
2011-05-01,2011,5,Arua,3.02,30.91,3.98,23.35,34.04,16.96
2011-06-01,2011,6,Arua,3.02,30.91,3.17,22.28,32.32,16.38
2011-07-01,2011,7,Arua,3.02,30.91,2.55,22.56,31.22,16.53
2011-08-01,2011,8,Arua,3.02,30.91,8.68,21.24,30.27,15.51
2011-09-01,2011,9,Arua,3.02,30.91,4.74,21.01,27.64,16.1
2011-10-01,2011,10,Arua,3.02,30.91,9.85,21.27,27.01,16.19
2011-11-01,2011,11,Arua,3.02,30.91,5.32,21.1,26.75,14.69
2011-12-01,2011,12,Arua,3.02,30.91,1.26,22.09,29.51,15.32
2012-01-01,2012,1,Arua,3.02,30.91,0.01,22.9,33.75,13.24
2012-02-01,2012,2,Arua,3.02,30.91,0.28,25.06,35.78,14.94
2012-03-01,2012,3,Arua,3.02,30.91,0.95,26.01,36.93,14.39
2012-04-01,2012,4,Arua,3.02,30.91,3.31,23.76,33.71,16.91
2012-05-01,2012,5,Arua,3.02,30.91,3.48,22.55,31.35,16.74
2012-06-01,2012,6,Arua,3.02,30.91,3.14,21.81,30.72,15.78
2012-07-01,2012,7,Arua,3.02,30.91,5.89,20.78,27.81,16.31
2012-08-01,2012,8,Arua,3.02,30.91,5.76,20.86,27.26,16.53
2012-09-01,2012,9,Arua,3.02,30.91,7.92,20.83,27.36,15.9
2012-10-01,2012,10,Arua,3.02,30.91,9.72,21.45,27.27,16.98
2012-11-01,2012,11,Arua,3.02,30.91,3.79,21.24,27.47,16.73
2012-12-01,2012,12,Arua,3.02,30.91,2.98,21.51,28.01,15.66
2013-01-01,2013,1,Arua,3.02,30.91,0.65,22.99,31.63,15.22
2013-02-01,2013,2,Arua,3.02,30.91,0.76,24.83,35.42,14.11
2013-03-01,2013,3,Arua,3.02,30.91,3.17,24.39,35.46,18.3
2013-04-01,2013,4,Arua,3.02,30.91,5.27,22.75,31.03,17.48
2013-05-01,2013,5,Arua,3.02,30.91,5.74,21.94,28.67,16.05
2013-06-01,2013,6,Arua,3.02,30.91,3.94,21.15,27.85,15.38
2013-07-01,2013,7,Arua,3.02,30.91,5.94,20.59,26.77,15.33
2013-08-01,2013,8,Arua,3.02,30.91,6.07,20.63,27.42,15.63
2013-09-01,2013,9,Arua,3.02,30.91,7.05,21.05,27.21,15.92
2013-10-01,2013,10,Arua,3.02,30.91,6.26,20.97,26.75,15.69
2013-11-01,2013,11,Arua,3.02,30.91,4.67,21.14,27.08,15.33
2013-12-01,2013,12,Arua,3.02,30.91,1.8,21.37,29.48,12.36
2014-01-01,2014,1,Arua,3.02,30.91,0.53,23.29,33.42,15.04
2014-02-01,2014,2,Arua,3.02,30.91,0.81,24.16,35.43,14.15
2014-03-01,2014,3,Arua,3.02,30.91,4.37,24.68,35.58,16.34
2014-04-01,2014,4,Arua,3.02,30.91,7.12,22.69,30.16,17.32
2014-05-01,2014,5,Arua,3.02,30.91,7.88,21.64,27.61,16.53
2014-06-01,2014,6,Arua,3.02,30.91,4.89,21.41,27.1,15.62
2014-07-01,2014,7,Arua,3.02,30.91,5.06,20.87,27.94,15.85
2014-08-01,2014,8,Arua,3.02,30.91,6.75,20.7,26.75,15.75
2014-09-01,2014,9,Arua,3.02,30.91,7.95,20.75,26.91,15.36
2014-10-01,2014,10,Arua,3.02,30.91,9.76,20.82,26.54,16.44
2014-11-01,2014,11,Arua,3.02,30.91,4.69,20.62,25.9,14.83
2014-12-01,2014,12,Arua,3.02,30.91,2.04,21.14,27.59,14.25
2015-01-01,2015,1,Arua,3.02,30.91,0.61,20.79,31.46,11.35
2015-02-01,2015,2,Arua,3.02,30.91,1.46,24.32,32.97,16.5
2015-03-01,2015,3,Arua,3.02,30.91,5.49,24.59,35.43,16.08
2015-04-01,2015,4,Arua,3.02,30.91,4.47,21.99,29.51,16.1
2015-05-01,2015,5,Arua,3.02,30.91,6.11,21.75,27.54,16.1
2015-06-01,2015,6,Arua,3.02,30.91,8.82,21.22,27.07,16.07
2015-07-01,2015,7,Arua,3.02,30.91,3.75,21.22,27.33,15.71
2015-08-01,2015,8,Arua,3.02,30.91,3.12,21.86,28.31,15.72
2015-09-01,2015,9,Arua,3.02,30.91,4.19,21.81,28.52,15.48
2015-10-01,2015,10,Arua,3.02,30.91,13.91,21.55,29.28,16.16
2015-11-01,2015,11,Arua,3.02,30.91,11.24,21.08,26.63,16.13
2015-12-01,2015,12,Arua,3.02,30.91,2.47,20.61,27.72,12.8
2016-01-01,2016,1,Arua,3.02,30.91,0.19,22.04,29.72,12.5
2016-02-01,2016,2,Arua,3.02,30.91,0.1,24.68,33.96,15.22
2016-03-01,2016,3,Arua,3.02,30.91,2.98,25.82,35.72,18.56
