date,district,sub_county,market,commodity,price_local,price_usd,unit,price_type,price_flag,currency
2025-01-15,Yumbe,Aringa,Bidibidi (refugee settlement),Beans,5038.0,1.36,KG,Retail,actual,UGX
2025-01-15,Yumbe,Aringa,Bidibidi (refugee settlement),Cassava (fresh),994.0,0.27,KG,Retail,actual,UGX
2025-01-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize flour,2705.0,0.73,KG,Retail,actual,UGX
2025-02-15,Abim,Labwor,Makaratin,Beans,3417.0,0.93,KG,Retail,actual,UGX
2025-02-15,Abim,Labwor,Makaratin,Cassava flour,500.0,0.14,KG,Retail,actual,UGX
2025-02-15,Abim,Labwor,Makaratin,Sorghum,832.0,0.23,KG,Retail,actual,UGX
2025-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),Beans,3600.0,0.98,KG,Retail,actual,UGX
2025-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),Cassava (fresh),684.0,0.19,KG,Retail,actual,UGX
2025-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize (white),1630.0,0.44,KG,Retail,actual,UGX
2025-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize flour,2683.0,0.73,KG,Retail,actual,UGX
2025-02-15,Adjumani,Adjumani,Adjumani (refugee settlement),Sorghum,1226.0,0.33,KG,Retail,actual,UGX
2025-02-15,Arua,Arua Municipality,Arua,Beans,3383.0,0.92,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Imvepi (refugee settlement),Beans,4208.0,1.14,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Rhino Camp (refugee settlement),Beans,4738.0,1.29,KG,Retail,actual,UGX
2025-02-15,Arua,Arua Municipality,Arua,Cassava flour,1250.0,0.34,KG,Retail,actual,UGX
2025-02-15,Arua,Arua Municipality,Arua,Maize (white),1500.0,0.41,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Imvepi (refugee settlement),Maize (white),1761.0,0.48,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Rhino Camp (refugee settlement),Maize (white),1867.0,0.51,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Imvepi (refugee settlement),Maize flour,2290.0,0.62,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Rhino Camp (refugee settlement),Maize flour,2713.0,0.74,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Imvepi (refugee settlement),Sorghum,868.0,0.24,KG,Retail,actual,UGX
2025-02-15,Arua,Terego,Rhino Camp (refugee settlement),Sorghum,1756.0,0.48,KG,Retail,actual,UGX
2025-02-15,Gulu,Gulu Municipality,Gulu,Beans,3790.0,1.03,KG,Retail,actual,UGX
2025-02-15,Gulu,Gulu Municipality,Gulu,Cassava flour,3973.0,1.08,KG,Retail,actual,UGX
2025-02-15,Gulu,Gulu Municipality,Gulu,Maize (white),1224.0,0.33,KG,Retail,actual,UGX
2025-02-15,Gulu,Gulu Municipality,Gulu,Millet,2460.0,0.67,KG,Retail,actual,UGX
2025-02-15,Gulu,Gulu Municipality,Gulu,Sorghum,1199.0,0.33,KG,Retail,actual,UGX
2025-02-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Beans,3818.0,1.04,KG,Retail,actual,UGX
2025-02-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Cassava (fresh),641.0,0.17,KG,Retail,actual,UGX
2025-02-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize (white),1200.0,0.33,KG,Retail,actual,UGX
2025-02-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize flour,2064.0,0.56,KG,Retail,actual,UGX
2025-02-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Sorghum,2350.0,0.64,KG,Retail,actual,UGX
2025-02-15,Koboko,Koboko,Lobule (refugee settlement),Beans,4362.0,1.19,KG,Retail,actual,UGX
2025-02-15,Koboko,Koboko,Lobule (refugee settlement),Cassava (fresh),505.0,0.14,KG,Retail,actual,UGX
2025-02-15,Koboko,Koboko,Lobule (refugee settlement),Maize (white),1220.0,0.33,KG,Retail,actual,UGX
2025-02-15,Koboko,Koboko,Lobule (refugee settlement),Maize flour,3086.0,0.84,KG,Retail,actual,UGX
2025-02-15,Koboko,Koboko,Lobule (refugee settlement),Sorghum,1057.0,0.29,KG,Retail,actual,UGX
2025-02-15,Lamwo,Lamwo,Palabek (refugee settlement),Beans,3688.0,1.0,KG,Retail,actual,UGX
2025-02-15,Lamwo,Lamwo,Palabek (refugee settlement),Cassava (fresh),877.0,0.24,KG,Retail,actual,UGX
2025-02-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize (white),1438.0,0.39,KG,Retail,actual,UGX
2025-02-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize flour,2875.0,0.78,KG,Retail,actual,UGX
2025-02-15,Lamwo,Lamwo,Palabek (refugee settlement),Sorghum,800.0,0.22,KG,Retail,actual,UGX
2025-02-15,Lira,Lira Municipality,Lira,Beans,3660.0,1.0,KG,Retail,actual,UGX
2025-02-15,Lira,Lira Municipality,Lira,Cassava flour,2742.0,0.75,KG,Retail,actual,UGX
2025-02-15,Lira,Lira Municipality,Lira,Maize (white),927.0,0.25,KG,Retail,actual,UGX
2025-02-15,Lira,Lira Municipality,Lira,Maize flour,1872.0,0.51,KG,Retail,actual,UGX
2025-02-15,Lira,Lira Municipality,Lira,Sorghum,1011.0,0.27,KG,Retail,actual,UGX
2025-02-15,Masindi,Buruli M,Masindi,Beans,4000.0,1.09,KG,Retail,actual,UGX
2025-02-15,Masindi,Buruli M,Masindi,Cassava flour,1500.0,0.41,KG,Retail,actual,UGX
2025-02-15,Masindi,Buruli M,Masindi,Maize flour,2500.0,0.68,KG,Retail,actual,UGX
2025-02-15,Masindi,Buruli M,Masindi,Millet,3510.0,0.95,KG,Retail,actual,UGX
2025-02-15,Masindi,Buruli M,Masindi,Sorghum,2000.0,0.54,KG,Retail,actual,UGX
2025-02-15,Moyo,Obongi,Palorinya (refugee settlement),Beans,3536.0,0.96,KG,Retail,actual,UGX
2025-02-15,Moyo,Obongi,Palorinya (refugee settlement),Maize (white),1479.0,0.4,KG,Retail,actual,UGX
2025-02-15,Moyo,Obongi,Palorinya (refugee settlement),Maize flour,1789.0,0.49,KG,Retail,actual,UGX
2025-02-15,Yumbe,Aringa,Bidibidi (refugee settlement),Beans,4697.0,1.28,KG,Retail,actual,UGX
2025-02-15,Yumbe,Aringa,Bidibidi (refugee settlement),Cassava (fresh),504.0,0.14,KG,Retail,actual,UGX
2025-02-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize (white),1174.0,0.32,KG,Retail,actual,UGX
2025-02-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize flour,2608.0,0.71,KG,Retail,actual,UGX
2025-02-15,Yumbe,Aringa,Bidibidi (refugee settlement),Sorghum,1078.0,0.29,KG,Retail,actual,UGX
2025-03-15,Abim,Labwor,Makaratin,Beans,3550.0,0.97,KG,Retail,actual,UGX
2025-03-15,Abim,Labwor,Makaratin,Maize flour,2188.0,0.6,KG,Retail,actual,UGX
2025-03-15,Abim,Labwor,Makaratin,Sorghum,1050.0,0.29,KG,Retail,actual,UGX
2025-03-15,Adjumani,Adjumani,Adjumani (refugee settlement),Cassava (fresh),621.0,0.17,KG,Retail,actual,UGX
2025-03-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize flour,2452.0,0.67,KG,Retail,actual,UGX
2025-03-15,Adjumani,Adjumani,Adjumani (refugee settlement),Sorghum,1281.0,0.35,KG,Retail,actual,UGX
2025-03-15,Arua,Arua Municipality,Arua,Beans,3432.0,0.94,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Imvepi (refugee settlement),Beans,4538.0,1.24,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Rhino Camp (refugee settlement),Beans,4652.0,1.27,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Imvepi (refugee settlement),Cassava (fresh),292.0,0.08,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Imvepi (refugee settlement),Maize (white),1963.0,0.54,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Rhino Camp (refugee settlement),Maize (white),1710.0,0.47,KG,Retail,actual,UGX
2025-03-15,Arua,Arua Municipality,Arua,Maize flour,2553.0,0.7,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Imvepi (refugee settlement),Maize flour,2476.0,0.68,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Rhino Camp (refugee settlement),Maize flour,2316.0,0.63,KG,Retail,actual,UGX
2025-03-15,Arua,Arua Municipality,Arua,Sorghum,1758.0,0.48,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Imvepi (refugee settlement),Sorghum,1233.0,0.34,KG,Retail,actual,UGX
2025-03-15,Arua,Terego,Rhino Camp (refugee settlement),Sorghum,1656.0,0.45,KG,Retail,actual,UGX
2025-03-15,Gulu,Gulu Municipality,Gulu,Beans,3844.0,1.05,KG,Retail,actual,UGX
2025-03-15,Gulu,Gulu Municipality,Gulu,Cassava flour,4031.0,1.1,KG,Retail,actual,UGX
2025-03-15,Gulu,Gulu Municipality,Gulu,Maize flour,2710.0,0.74,KG,Retail,actual,UGX
2025-03-15,Gulu,Gulu Municipality,Gulu,Millet,2496.0,0.68,KG,Retail,actual,UGX
2025-03-15,Gulu,Gulu Municipality,Gulu,Sorghum,1216.0,0.33,KG,Retail,actual,UGX
2025-03-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Beans,3813.0,1.04,KG,Retail,actual,UGX
2025-03-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Cassava (fresh),1161.0,0.32,KG,Retail,actual,UGX
2025-03-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize (white),1338.0,0.37,KG,Retail,actual,UGX
2025-03-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize flour,2413.0,0.66,KG,Retail,actual,UGX
2025-03-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Sorghum,2429.0,0.66,KG,Retail,actual,UGX
2025-03-15,Koboko,Koboko,Lobule (refugee settlement),Beans,4103.0,1.12,KG,Retail,actual,UGX
2025-03-15,Koboko,Koboko,Lobule (refugee settlement),Maize flour,2967.0,0.81,KG,Retail,actual,UGX
2025-03-15,Koboko,Koboko,Lobule (refugee settlement),Sorghum,1197.0,0.33,KG,Retail,actual,UGX
2025-03-15,Lamwo,Lamwo,Palabek (refugee settlement),Beans,3781.0,1.03,KG,Retail,actual,UGX
2025-03-15,Lamwo,Lamwo,Palabek (refugee settlement),Cassava (fresh),467.0,0.13,KG,Retail,actual,UGX
2025-03-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize (white),1438.0,0.39,KG,Retail,actual,UGX
2025-03-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize flour,2719.0,0.74,KG,Retail,actual,UGX
2025-03-15,Lamwo,Lamwo,Palabek (refugee settlement),Sorghum,819.0,0.22,KG,Retail,actual,UGX
2025-03-15,Lira,Lira Municipality,Lira,Beans,3713.0,1.01,KG,Retail,actual,UGX
2025-03-15,Lira,Lira Municipality,Lira,Maize (white),940.0,0.26,KG,Retail,actual,UGX
2025-03-15,Lira,Lira Municipality,Lira,Maize flour,1899.0,0.52,KG,Retail,actual,UGX
2025-03-15,Lira,Lira Municipality,Lira,Sorghum,1026.0,0.28,KG,Retail,actual,UGX
2025-03-15,Masindi,Buruli M,Masindi,Beans,4000.0,1.09,KG,Retail,actual,UGX
2025-03-15,Masindi,Buruli M,Masindi,Maize (white),1250.0,0.34,KG,Retail,actual,UGX
2025-03-15,Masindi,Buruli M,Masindi,Maize flour,2500.0,0.68,KG,Retail,actual,UGX
2025-03-15,Masindi,Buruli M,Masindi,Millet,3250.0,0.89,KG,Retail,actual,UGX
2025-03-15,Moyo,Obongi,Palorinya (refugee settlement),Beans,3880.0,1.06,KG,Retail,actual,UGX
2025-03-15,Moyo,Obongi,Palorinya (refugee settlement),Cassava (fresh),417.0,0.11,KG,Retail,actual,UGX
2025-03-15,Moyo,Obongi,Palorinya (refugee settlement),Maize (white),1820.0,0.5,KG,Retail,actual,UGX
2025-03-15,Moyo,Obongi,Palorinya (refugee settlement),Maize flour,1974.0,0.54,KG,Retail,actual,UGX
2025-03-15,Moyo,Obongi,Palorinya (refugee settlement),Sorghum,1574.0,0.43,KG,Retail,actual,UGX
2025-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),Beans,4383.0,1.2,KG,Retail,actual,UGX
2025-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),Cassava (fresh),559.0,0.15,KG,Retail,actual,UGX
2025-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize (white),1233.0,0.34,KG,Retail,actual,UGX
2025-03-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize flour,2765.0,0.75,KG,Retail,actual,UGX
2025-04-15,Abim,Labwor,Makaratin,Beans,3400.0,0.93,KG,Retail,actual,UGX
2025-04-15,Abim,Labwor,Makaratin,Maize (white),1400.0,0.38,KG,Retail,actual,UGX
2025-04-15,Abim,Labwor,Makaratin,Maize flour,2363.0,0.64,KG,Retail,actual,UGX
2025-04-15,Abim,Labwor,Makaratin,Sorghum,1200.0,0.33,KG,Retail,actual,UGX
2025-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),Beans,4000.0,1.09,KG,Retail,actual,UGX
2025-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),Cassava (fresh),446.0,0.12,KG,Retail,actual,UGX
2025-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize (white),1845.0,0.5,KG,Retail,actual,UGX
2025-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize flour,2591.0,0.71,KG,Retail,actual,UGX
2025-04-15,Adjumani,Adjumani,Adjumani (refugee settlement),Sorghum,1545.0,0.42,KG,Retail,actual,UGX
2025-04-15,Arua,Arua Municipality,Arua,Beans,3538.0,0.96,KG,Retail,actual,UGX
2025-04-15,Arua,Terego,Rhino Camp (refugee settlement),Beans,4520.0,1.23,KG,Retail,actual,UGX
2025-04-15,Arua,Arua Municipality,Arua,Cassava flour,1307.0,0.36,KG,Retail,actual,UGX
2025-04-15,Arua,Arua Municipality,Arua,Maize (white),1569.0,0.43,KG,Retail,actual,UGX
2025-04-15,Arua,Terego,Imvepi (refugee settlement),Maize (white),1858.0,0.51,KG,Retail,actual,UGX
2025-04-15,Arua,Terego,Rhino Camp (refugee settlement),Maize (white),1930.0,0.53,KG,Retail,actual,UGX
2025-04-15,Arua,Arua Municipality,Arua,Maize flour,2632.0,0.72,KG,Retail,actual,UGX
2025-04-15,Arua,Terego,Imvepi (refugee settlement),Maize flour,2476.0,0.67,KG,Retail,actual,UGX
2025-04-15,Arua,Terego,Rhino Camp (refugee settlement),Maize flour,2860.0,0.78,KG,Retail,actual,UGX
2025-04-15,Arua,Arua Municipality,Arua,Millet,2388.0,0.65,KG,Retail,actual,UGX
2025-04-15,Arua,Terego,Imvepi (refugee settlement),Sorghum,1127.0,0.31,KG,Retail,actual,UGX
2025-04-15,Arua,Terego,Rhino Camp (refugee settlement),Sorghum,1668.0,0.45,KG,Retail,actual,UGX
2025-04-15,Gulu,Gulu Municipality,Gulu,Beans,5625.0,1.53,KG,Retail,actual,UGX
2025-04-15,Gulu,Gulu Municipality,Gulu,Millet,3125.0,0.85,KG,Retail,actual,UGX
2025-04-15,Gulu,Gulu Municipality,Gulu,Sorghum,1400.0,0.38,KG,Retail,actual,UGX
2025-04-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Beans,3940.0,1.07,KG,Retail,actual,UGX
2025-04-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Cassava (fresh),641.0,0.17,KG,Retail,actual,UGX
2025-04-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize (white),1343.0,0.37,KG,Retail,actual,UGX
2025-04-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize flour,2467.0,0.67,KG,Retail,actual,UGX
2025-04-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Sorghum,2036.0,0.55,KG,Retail,actual,UGX
2025-04-15,Koboko,Koboko,Lobule (refugee settlement),Beans,4467.0,1.22,KG,Retail,actual,UGX
2025-04-15,Koboko,Koboko,Lobule (refugee settlement),Cassava (fresh),446.0,0.12,KG,Retail,actual,UGX
2025-04-15,Koboko,Koboko,Lobule (refugee settlement),Maize (white),1527.0,0.42,KG,Retail,actual,UGX
2025-04-15,Koboko,Koboko,Lobule (refugee settlement),Maize flour,2950.0,0.8,KG,Retail,actual,UGX
2025-04-15,Koboko,Koboko,Lobule (refugee settlement),Sorghum,1183.0,0.32,KG,Retail,actual,UGX
2025-04-15,Lamwo,Lamwo,Palabek (refugee settlement),Beans,3792.0,1.03,KG,Retail,actual,UGX
2025-04-15,Lamwo,Lamwo,Palabek (refugee settlement),Cassava (fresh),427.0,0.12,KG,Retail,actual,UGX
2025-04-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize (white),1683.0,0.46,KG,Retail,actual,UGX
2025-04-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize flour,3000.0,0.82,KG,Retail,actual,UGX
2025-04-15,Lamwo,Lamwo,Palabek (refugee settlement),Sorghum,1150.0,0.31,KG,Retail,actual,UGX
2025-04-15,Lira,Lira Municipality,Lira,Beans,4000.0,1.09,KG,Retail,actual,UGX
2025-04-15,Lira,Lira Municipality,Lira,Cassava flour,900.0,0.25,KG,Retail,actual,UGX
2025-04-15,Lira,Lira Municipality,Lira,Maize (white),1300.0,0.35,KG,Retail,actual,UGX
2025-04-15,Lira,Lira Municipality,Lira,Maize flour,2433.0,0.66,KG,Retail,actual,UGX
2025-04-15,Lira,Lira Municipality,Lira,Sorghum,1067.0,0.29,KG,Retail,actual,UGX
2025-04-15,Masindi,Buruli M,Masindi,Beans,4000.0,1.09,KG,Retail,actual,UGX
2025-04-15,Masindi,Buruli M,Masindi,Cassava flour,2050.0,0.56,KG,Retail,actual,UGX
2025-04-15,Masindi,Buruli M,Masindi,Millet,4250.0,1.16,KG,Retail,actual,UGX
2025-04-15,Moyo,Obongi,Palorinya (refugee settlement),Beans,3940.0,1.07,KG,Retail,actual,UGX
2025-04-15,Moyo,Obongi,Palorinya (refugee settlement),Cassava (fresh),446.0,0.12,KG,Retail,actual,UGX
2025-04-15,Moyo,Obongi,Palorinya (refugee settlement),Maize flour,1947.0,0.53,KG,Retail,actual,UGX
2025-04-15,Moyo,Obongi,Palorinya (refugee settlement),Sorghum,1580.0,0.43,KG,Retail,actual,UGX
2025-04-15,Yumbe,Aringa,Bidibidi (refugee settlement),Beans,4264.0,1.16,KG,Retail,actual,UGX
2025-04-15,Yumbe,Aringa,Bidibidi (refugee settlement),Cassava (fresh),946.0,0.26,KG,Retail,actual,UGX
2025-04-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize (white),1495.0,0.41,KG,Retail,actual,UGX
2025-04-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize flour,2523.0,0.69,KG,Retail,actual,UGX
2025-04-15,Yumbe,Aringa,Bidibidi (refugee settlement),Sorghum,1251.0,0.34,KG,Retail,actual,UGX
2025-05-15,Abim,Labwor,Makaratin,Beans,4125.0,1.13,KG,Retail,actual,UGX
2025-05-15,Abim,Labwor,Makaratin,Cassava flour,1000.0,0.27,KG,Retail,actual,UGX
2025-05-15,Abim,Labwor,Makaratin,Millet,3675.0,1.01,KG,Retail,actual,UGX
2025-05-15,Abim,Labwor,Makaratin,Sorghum,1600.0,0.44,KG,Retail,actual,UGX
2025-05-15,Adjumani,Adjumani,Adjumani (refugee settlement),Beans,3967.0,1.09,KG,Retail,actual,UGX
2025-05-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize (white),1976.0,0.54,KG,Retail,actual,UGX
2025-05-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize flour,2614.0,0.72,KG,Retail,actual,UGX
2025-05-15,Adjumani,Adjumani,Adjumani (refugee settlement),Sorghum,1905.0,0.52,KG,Retail,actual,UGX
2025-05-15,Arua,Arua Municipality,Arua,Beans,3800.0,1.04,KG,Retail,actual,UGX
2025-05-15,Arua,Terego,Rhino Camp (refugee settlement),Beans,5260.0,1.44,KG,Retail,actual,UGX
2025-05-15,Arua,Arua Municipality,Arua,Maize (white),1600.0,0.44,KG,Retail,actual,UGX
2025-05-15,Arua,Terego,Rhino Camp (refugee settlement),Maize (white),2117.0,0.58,KG,Retail,actual,UGX
2025-05-15,Arua,Terego,Imvepi (refugee settlement),Maize flour,2587.0,0.71,KG,Retail,actual,UGX
2025-05-15,Arua,Terego,Rhino Camp (refugee settlement),Maize flour,3350.0,0.92,KG,Retail,actual,UGX
2025-05-15,Arua,Arua Municipality,Arua,Millet,4250.0,1.16,KG,Retail,actual,UGX
2025-05-15,Arua,Arua Municipality,Arua,Sorghum,2000.0,0.55,KG,Retail,actual,UGX
2025-05-15,Arua,Terego,Imvepi (refugee settlement),Sorghum,1252.0,0.34,KG,Retail,actual,UGX
2025-05-15,Arua,Terego,Rhino Camp (refugee settlement),Sorghum,1500.0,0.41,KG,Retail,actual,UGX
2025-05-15,Gulu,Gulu Municipality,Gulu,Beans,5667.0,1.55,KG,Retail,actual,UGX
2025-05-15,Gulu,Gulu Municipality,Gulu,Maize (white),2000.0,0.55,KG,Retail,actual,UGX
2025-05-15,Gulu,Gulu Municipality,Gulu,Millet,6000.0,1.64,KG,Retail,actual,UGX
2025-05-15,Gulu,Gulu Municipality,Gulu,Sorghum,2000.0,0.55,KG,Retail,actual,UGX
2025-05-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Beans,3950.0,1.08,KG,Retail,actual,UGX
2025-05-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Cassava (fresh),562.0,0.15,KG,Retail,actual,UGX
2025-05-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize (white),1675.0,0.46,KG,Retail,actual,UGX
2025-05-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Maize flour,2767.0,0.76,KG,Retail,actual,UGX
2025-05-15,Kiryandongo,Kibanda,Kiryandongo (refugee settlement),Sorghum,2318.0,0.63,KG,Retail,actual,UGX
2025-05-15,Koboko,Koboko,Lobule (refugee settlement),Beans,4250.0,1.16,KG,Retail,actual,UGX
2025-05-15,Koboko,Koboko,Lobule (refugee settlement),Cassava (fresh),436.0,0.12,KG,Retail,actual,UGX
2025-05-15,Koboko,Koboko,Lobule (refugee settlement),Maize (white),2000.0,0.55,KG,Retail,actual,UGX
2025-05-15,Koboko,Koboko,Lobule (refugee settlement),Maize flour,3000.0,0.82,KG,Retail,actual,UGX
2025-05-15,Koboko,Koboko,Lobule (refugee settlement),Sorghum,1750.0,0.48,KG,Retail,actual,UGX
2025-05-15,Lamwo,Lamwo,Palabek (refugee settlement),Beans,4278.0,1.17,KG,Retail,actual,UGX
2025-05-15,Lamwo,Lamwo,Palabek (refugee settlement),Cassava (fresh),426.0,0.12,KG,Retail,actual,UGX
2025-05-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize (white),1978.0,0.54,KG,Retail,actual,UGX
2025-05-15,Lamwo,Lamwo,Palabek (refugee settlement),Maize flour,3333.0,0.91,KG,Retail,actual,UGX
2025-05-15,Lamwo,Lamwo,Palabek (refugee settlement),Sorghum,1478.0,0.4,KG,Retail,actual,UGX
2025-05-15,Lira,Lira Municipality,Lira,Beans,4825.0,1.32,KG,Retail,actual,UGX
2025-05-15,Lira,Lira Municipality,Lira,Cassava flour,2750.0,0.75,KG,Retail,actual,UGX
2025-05-15,Lira,Lira Municipality,Lira,Maize (white),1475.0,0.4,KG,Retail,actual,UGX
2025-05-15,Lira,Lira Municipality,Lira,Maize flour,3000.0,0.82,KG,Retail,actual,UGX
2025-05-15,Lira,Lira Municipality,Lira,Sorghum,1113.0,0.3,KG,Retail,actual,UGX
2025-05-15,Masindi,Buruli M,Masindi,Beans,3788.0,1.04,KG,Retail,actual,UGX
2025-05-15,Masindi,Buruli M,Masindi,Cassava flour,2375.0,0.65,KG,Retail,actual,UGX
2025-05-15,Masindi,Buruli M,Masindi,Maize (white),1600.0,0.44,KG,Retail,actual,UGX
2025-05-15,Masindi,Buruli M,Masindi,Millet,4688.0,1.28,KG,Retail,actual,UGX
2025-05-15,Moyo,Obongi,Palorinya (refugee settlement),Beans,4317.0,1.18,KG,Retail,actual,UGX
2025-05-15,Moyo,Obongi,Palorinya (refugee settlement),Cassava (fresh),523.0,0.14,KG,Retail,actual,UGX
2025-05-15,Moyo,Obongi,Palorinya (refugee settlement),Maize (white),2633.0,0.72,KG,Retail,actual,UGX
2025-05-15,Moyo,Obongi,Palorinya (refugee settlement),Maize flour,3083.0,0.84,KG,Retail,actual,UGX
2025-05-15,Moyo,Obongi,Palorinya (refugee settlement),Sorghum,2383.0,0.65,KG,Retail,actual,UGX
2025-05-15,Yumbe,Aringa,Bidibidi (refugee settlement),Beans,4654.0,1.27,KG,Retail,actual,UGX
2025-05-15,Yumbe,Aringa,Bidibidi (refugee settlement),Cassava (fresh),686.0,0.19,KG,Retail,actual,UGX
2025-05-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize (white),2338.0,0.64,KG,Retail,actual,UGX
2025-05-15,Yumbe,Aringa,Bidibidi (refugee settlement),Maize flour,3023.0,0.83,KG,Retail,actual,UGX
2025-05-15,Yumbe,Aringa,Bidibidi (refugee settlement),Sorghum,1515.0,0.41,KG,Retail,actual,UGX
2025-06-15,Abim,Labwor,Makaratin,Beans,4260.0,1.18,KG,Retail,actual,UGX
2025-06-15,Abim,Labwor,Makaratin,Cassava flour,920.0,0.26,KG,Retail,actual,UGX
2025-06-15,Abim,Labwor,Makaratin,Maize (white),1620.0,0.45,KG,Retail,actual,UGX
2025-06-15,Abim,Labwor,Makaratin,Maize flour,2730.0,0.76,KG,Retail,actual,UGX
2025-06-15,Abim,Labwor,Makaratin,Sorghum,1560.0,0.43,KG,Retail,actual,UGX
2025-06-15,Adjumani,Adjumani,Adjumani (refugee settlement),Beans,3932.0,1.09,KG,Retail,actual,UGX
2025-06-15,Adjumani,Adjumani,Adjumani (refugee settlement),Cassava (fresh),699.0,0.19,KG,Retail,actual,UGX
2025-06-15,Adjumani,Adjumani,Adjumani (refugee settlement),Maize flour,2745.0,0.76,KG,Retail,actual,UGX
2025-06-15,Adjumani,Adjumani,Adjumani (refugee settlement),Sorghum,1932.0,0.54,KG,Retail,actual,UGX
2025-06-15,Arua,Arua Municipality,Arua,Beans,3800.0,1.05,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Imvepi (refugee settlement),Beans,4704.0,1.31,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Rhino Camp (refugee settlement),Beans,4224.0,1.17,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Imvepi (refugee settlement),Cassava (fresh),576.0,0.16,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Rhino Camp (refugee settlement),Cassava (fresh),502.0,0.14,KG,Retail,actual,UGX
2025-06-15,Arua,Arua Municipality,Arua,Maize (white),1100.0,0.31,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Imvepi (refugee settlement),Maize (white),2592.0,0.72,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Rhino Camp (refugee settlement),Maize (white),2288.0,0.63,KG,Retail,actual,UGX
2025-06-15,Arua,Arua Municipality,Arua,Maize flour,3100.0,0.86,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Imvepi (refugee settlement),Maize flour,3208.0,0.89,KG,Retail,actual,UGX
2025-06-15,Arua,Terego,Rhino Camp (refugee settlement),Maize flour,2929.0,0.81,KG,Retail,actual,UGX
